Y,X1,X2,X3,X4,X5,X6,X7
1,0,1,12/5/2016,12/5/2016,0,7,12
0.86,0,1,12/5/2016,12/12/2016,7,7,1
0.84,0,1,12/5/2016,12/12/2016,7,7,2
0.81,0,1,12/5/2016,12/19/2016,14,7,3
0.82,0,1,12/5/2016,12/19/2016,14,7,4
0.81,0,1,12/5/2016,1/3/2017,28,7,5
0.78,0,1,12/5/2016,1/3/2017,28,7,6
0.73,0,1,12/5/2016,1/9/2017,35,7,7
0.7,0,1,12/5/2016,1/9/2017,35,7,8
0.67,0,1,12/5/2016,1/23/2017,49,7,9
0.67,0,1,12/5/2016,1/23/2017,49,7,10
0.69,0,1,12/5/2016,1/31/2017,56,7,11
0.7,0,1,12/5/2016,1/31/2017,56,7,12
0.66,0,1,12/5/2016,2/6/2017,63,7,1
0.63,0,1,12/5/2016,2/6/2017,63,7,2
0.57,0,1,12/5/2016,2/20/2017,77,7,3
0.56,0,1,12/5/2016,2/20/2017,77,7,4
 -   ,0,1,12/5/2016,,,7,5
 -   ,0,1,12/5/2016,,,7,6
 -   ,0,1,12/5/2016,,,7,7
 -   ,0,1,12/5/2016,,,7,8
0.59,0,1,12/5/2016,2/27/2017,84,7,1
0.56,0,1,12/5/2016,2/27/2017,84,7,2
0.6,0,1,12/5/2016,2/27/2017,84,7,3
0.64,0,1,12/5/2016,2/27/2017,84,7,4
0.65,0,1,12/5/2016,2/27/2017,84,7,5
0.57,0,1,12/5/2016,2/27/2017,84,7,6
0.6,0,1,12/5/2016,2/27/2017,84,7,7
0.58,0,1,12/5/2016,2/27/2017,84,7,8
0.58,0,1,12/5/2016,2/27/2017,84,7,9
0.57,0,1,12/5/2016,2/27/2017,84,7,10
0.62,0,1,12/5/2016,2/27/2017,84,7,11
0.65,0,1,12/5/2016,2/27/2017,84,7,12
1,1,0,12/5/2016,12/5/2016,0,7,13
1,1,0,12/5/2016,12/5/2016,0,7,14
1,1,0,12/5/2016,12/5/2016,0,7,15
1,1,0,12/5/2016,12/5/2016,0,7,16
1,1,0,12/5/2016,12/5/2016,0,7,17
1,1,0,12/5/2016,12/5/2016,0,7,18
1,1,0,12/5/2016,12/5/2016,0,7,19
1,1,0,12/5/2016,12/5/2016,0,7,20
1,1,0,12/5/2016,12/5/2016,0,7,21
1,1,0,12/5/2016,12/5/2016,0,7,22
1,1,0,12/5/2016,12/5/2016,0,7,23
1,1,0,12/5/2016,12/5/2016,0,7,24
0.86,1,0,12/5/2016,12/12/2016,7,7,13
0.88,1,0,12/5/2016,12/12/2016,7,7,14
0.8,1,0,12/5/2016,12/19/2016,14,7,15
0.97,1,0,12/5/2016,12/19/2016,14,7,16
0.82,1,0,12/5/2016,1/3/2017,28,7,17
0.83,1,0,12/5/2016,1/3/2017,28,7,18
0.94,1,0,12/5/2016,1/9/2017,35,7,19
0.78,1,0,12/5/2016,1/9/2017,35,7,20
0.93,1,0,12/5/2016,1/23/2017,49,7,21
0.86,1,0,12/5/2016,1/23/2017,49,7,22
0.72,1,0,12/5/2016,1/31/2017,56,7,23
0.69,1,0,12/5/2016,1/31/2017,56,7,24
0.76,1,0,12/5/2016,2/6/2017,63,7,13
0.66,1,0,12/5/2016,2/6/2017,63,7,14
0.68,1,0,12/5/2016,2/20/2017,77,7,15
0.87,1,0,12/5/2016,2/20/2017,77,7,16
 -   ,1,0,12/5/2016,,,7,17
 -   ,1,0,12/5/2016,,,7,18
 -   ,1,0,12/5/2016,,,7,19
 -   ,1,0,12/5/2016,,,7,20
0.71,1,0,12/5/2016,2/27/2017,84,7,13
0.48,1,0,12/5/2016,2/27/2017,84,7,14
0.62,1,0,12/5/2016,2/27/2017,84,7,15
0.89,1,0,12/5/2016,2/27/2017,84,7,16
0.72,1,0,12/5/2016,2/27/2017,84,7,17
0.7,1,0,12/5/2016,2/27/2017,84,7,18
0.71,1,0,12/5/2016,2/27/2017,84,7,19
0.57,1,0,12/5/2016,2/27/2017,84,7,20
0.74,1,0,12/5/2016,2/27/2017,84,7,21
0.68,1,0,12/5/2016,2/27/2017,84,7,22
0.57,1,0,12/5/2016,2/27/2017,84,7,23
0.47,1,0,12/5/2016,2/27/2017,84,7,24
